23/11/16 04:08:23 PM | error loadView general | specialists | response 400
15/12/16 05:00:24 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: inputName
Notice on line 51 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:00:24 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 55 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:00:29 PM | error loadView general | view | response 400
15/12/16 05:00:29 PM | error loadView general | view | response 400
15/12/16 05:00:41 PM | error loadView general | view | response 400
15/12/16 05:00:41 PM | error loadView general | view | response 400
15/12/16 05:02:46 PM | error loadView general | view | response 400
15/12/16 05:02:46 PM | error loadView general | view | response 400
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: inputName
Notice on line 50 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:02:57 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 54 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:02:58 PM | error loadView general | view | response 400
15/12/16 05:02:58 PM | error loadView general | view | response 400
15/12/16 05:02:58 PM | error loadView general | view | response 400
15/12/16 05:07:42 PM | error loadView general | view | response 400
15/12/16 05:07:42 PM | error loadView general | view | response 400
15/12/16 05:07:42 PM | error loadView general | view | response 400
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: inputName
Notice on line 50 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:08:25 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 54 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:08:26 PM | error loadView general | view | response 400
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:15 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:24:19 PM | error loadView general | view | response 400
15/12/16 05:24:19 PM | error loadView general | view | response 400
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: surname
Notice on line 18 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: id_document
Notice on line 19 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: phone
Notice on line 20 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: interests
Notice on line 30 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: gender
Notice on line 31 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: date_birthday
Notice on line 32 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: pais
Notice on line 34 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: provincia
Notice on line 35 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: poblacion
Notice on line 36 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 43 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [2] Invalid argument supplied for foreach()
Warning on line 60 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: inputName
Notice on line 94 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:33:19 PM | ERROR: [8] Undefined index: inputEmail
Notice on line 98 in file /var/www/html/Strongertogether/utils/mail.inc.php
 |  | response 200
15/12/16 05:33:20 PM | error loadView general | view | response 400
15/12/16 05:35:30 PM | ERROR: [8] Undefined index: name
Notice on line 17 in file /var/www/html/Strongertogether/modules/users/model/dao/users_dao.class.singleton.php
 |  | response 200
15/12/16 05:35:30 PM | ERROR: [8] Undefined index: surname
